kind,status,is_active,status_label,relevance_score,title,title_en,organization,supplier,amount,contract_value,budget_amount,currency,currency_code,budget_scope,cpv,special_number,publication_date,contract_date,deadline,url,query,source
contract,awarded,False,Awarded,74,„Доставка на хардуерно и софтуерно оборудване за нуждите на МТСП“,,МИНИСТЕРСТВО НА ТРУДА И СОЦИАЛНАТА ПОЛИТИКА,ЛИРЕКС БГ ООД,,49950.0,49950.0,3,BGN,Contract value: 49 950 BGN,48000000,00422-2023-0018,2024-01-22T06:00:00+00:00,2023-12-18T22:00:00+00:00,,https://app.eop.bg/today/tenders/330642,платформа,contracts_subject
contract,awarded,False,Awarded,74,Доставка на софтуер за Лаборатория за 3D дигитализация и микроструктурен анализ,,ИНСТИТУТ ПО ИНФОРМАЦИОННИ И КОМУНИКАЦИОННИ ТЕХНОЛОГИИ,БУЛМОУЛД ЕООД,,47800.0,47800.0,3,BGN,Contract value: 47 800 BGN,48461000,04147-2023-0010,2023-12-26T06:00:00+00:00,2023-12-12T22:00:00+00:00,,https://app.eop.bg/today/tenders/315775,дигитализация,contracts_subject
tender,closed,False,Closed,74,"Осигуряване на лицензи SAP S/4 HANA Private Cloud Edition (PCE), включително внедряване, обучение, гаранционна и следгаранционната поддръжка",,НАЦИОНАЛНА ЕЛЕКТРИЧЕСКА КОМПАНИЯ ЕАД,,4920000.0,,4920000.0,3,BGN,Estimated value: 4 920 000 BGN,48000000,00026-2023-0194,2023-12-20T08:43:30.443000+00:00,,2024-02-26T19:59:00+00:00,https://app.eop.bg/today/tenders/342989,48000000,advanced_tenders_cpv
contract,awarded,False,Awarded,74,Софтуерна осигуровка на системата за управление на IT услуги,,НАЦИОНАЛЕН ОСИГУРИТЕЛЕН ИНСТИТУТ,СЪРВИС ЦЕНТРИКС ООД,,69990.0,69990.0,3,BGN,Contract value: 69 990 BGN,72260000,00145-2023-0143,2023-12-19T08:22:47.583000+00:00,2023-12-18T22:00:00+00:00,,https://app.eop.bg/today/tenders/343614,72260000,contracts_cpv
contract,awarded,False,Awarded,74,„Надграждане на системата „Лицензиране и регистри“ и Портала за електронни административни услуги на Комисията за регулиране на съобщенията“,,КОМИСИЯ ЗА РЕГУЛИРАНЕ НА СЪОБЩЕНИЯТА,ТехноЛогика ЕАД,,208000.0,208000.0,3,BGN,Contract value: 208 000 BGN,72230000,00610-2023-0021,2023-12-12T12:25:38.386000+00:00,2023-12-04T22:00:00+00:00,,https://app.eop.bg/today/tenders/332903,уеб портал,contracts_subject
tender,closed,False,Closed,74,„Доставка на лиценз за специализиран софтуер за квантово-химични изчисления“,,ИНСТИТУТ ПО ОРГАНИЧНА ХИМИЯ С ЦЕНТЪР ПО ФИТОХИМИЯ-СОФИЯ,,3330.0,,3330.0,3,BGN,Estimated value: 3 330 BGN,48000000,00819-2023-0031,2023-11-28T14:57:43.256000+00:00,,2023-12-08T19:59:00+00:00,https://app.eop.bg/today/tenders/345387,48000000,advanced_tenders_cpv
contract,awarded,False,Awarded,74,Осигуряване на софтуерна и хардуерна обезпеченост на виртуалната туристическа платформа и актуализиране на виртуална туристическа платформа за 9-те туристически района,,МИНИСТЕРСТВО НА ТУРИЗМА,АГЕНЦИЯ СТРАТЕГМА ООД,,43850.0,43850.0,3,BGN,Contract value: 43 850 BGN,48800000,05024-2023-0021,2023-11-07T06:00:00+00:00,2023-10-25T21:00:00+00:00,,https://app.eop.bg/today/tenders/316222,48800000,contracts_cpv
contract,awarded,False,Awarded,74,Осигуряване на софтуерна и хардуерна обезпеченост на виртуалната туристическа платформа и актуализиране на виртуална туристическа платформа за 9-те туристически района,,МИНИСТЕРСТВО НА ТУРИЗМА,А1 България ЕАД,,45300.0,45300.0,3,BGN,Contract value: 45 300 BGN,48800000,05024-2023-0021,2023-11-07T06:00:00+00:00,2023-10-25T21:00:00+00:00,,https://app.eop.bg/today/tenders/316222,48800000,contracts_cpv
contract,awarded,False,Awarded,74,Осигуряване на софтуерна и хардуерна обезпеченост на виртуалната туристическа платформа и актуализиране на виртуална туристическа платформа за 9-те туристически района,,МИНИСТЕРСТВО НА ТУРИЗМА,А1 България ЕАД,,2300.0,2300.0,3,BGN,Contract value: 2 300 BGN,48800000,05024-2023-0021,2023-11-07T06:00:00+00:00,2023-10-25T21:00:00+00:00,,https://app.eop.bg/today/tenders/316222,48800000,contracts_cpv
tender,closed,False,Closed,74,„Надграждане на системата „Лицензиране и регистри“ и Портала за електронни административни услуги на Комисията за регулиране на съобщенията“,,КОМИСИЯ ЗА РЕГУЛИРАНЕ НА СЪОБЩЕНИЯТА,,208333.33,,208333.33,3,BGN,Estimated value: 208 333.33 BGN,72230000,00610-2023-0021,2023-10-26T12:50:25.276000+00:00,,2023-11-16T19:59:00+00:00,https://app.eop.bg/today/tenders/332903,72230000,advanced_tenders_cpv
tender,closed,False,Closed,74,"Доставка, инсталиране, конфигуриране и лицензиране на софтуери - проект BG05M2OP001-2.016-0018 “МОДЕРН-А: Модернизация в партньорство чрез дигитализация на Академичната eкосистема” по 4 ОП",,"ПЛОВДИВСКИ УНИВЕРСИТЕТ ""ПАИСИЙ ХИЛЕНДАРСКИ""",,62811.03,,62811.03,3,BGN,Estimated value: 62 811.03 BGN,48000000,00858-2023-0034,2023-09-12T07:16:07.176000+00:00,,2023-10-09T17:59:00+00:00,https://app.eop.bg/today/tenders/328569,48000000,advanced_tenders_cpv
contract,awarded,False,Awarded,74,"„Следгаранционна поддръжка на лицензи, осигуряващи технологично функционирането на порталната платформа, върху която е изграден Единния портал за достъп до електронни административни услуги.“",,Изпълнителна агенция „Инфраструктура на електронното управление“,АЙ БИ ЕС - БЪЛГАРИЯ ЕООД,,88929.0,88929.0,3,BGN,Contract value: 88 929 BGN,48000000,06271-2023-0005,2023-05-30T04:29:00.053000+00:00,2023-05-09T21:00:00+00:00,,https://app.eop.bg/today/tenders/273114,уеб портал,contracts_subject
tender,closed,False,Closed,74,"„Осигуряване и поддържане на системата за управление на документооборота и работния поток „Евентис R7“, използвана в Министерство на туризма“",,МИНИСТЕРСТВО НА ТУРИЗМА,,23520.0,,23520.0,3,BGN,Estimated value: 23 520 BGN,72260000,05024-2023-0014,2023-05-23T13:40:50.146000+00:00,,2023-06-07T17:59:00+00:00,https://app.eop.bg/today/tenders/304505,72260000,advanced_tenders_cpv
tender,closed,False,Closed,74,„Абонаментна поддръжка на софтуерна система ОмексR 2000“ за нуждите на дирекция „Управление на финансовите и човешките ресурси“,,МИНИСТЕРСТВО НА ТУРИЗМА,,3735.5,,3735.5,3,BGN,Estimated value: 3 735.50 BGN,72260000,05024-2023-0012,2023-04-28T13:57:00.323000+00:00,,2023-05-09T17:59:00+00:00,https://app.eop.bg/today/tenders/297645,72260000,advanced_tenders_cpv
tender,closed,False,Closed,74,"Aбонаментна поддръжка и доставка на допълнителни услуги и лицензи на приложни програмни продукти, изграждащи болничната информационна система в УМБАЛ ""Света Анна"" - София АД",,"УМБАЛ ""Света Анна"" - София АД",,188169.2,,188169.2,3,BGN,Estimated value: 188 169.20 BGN,72260000,00692-2023-0014,2023-04-25T10:34:48.946000+00:00,,2023-04-26T17:59:00+00:00,https://app.eop.bg/today/tenders/296198,72260000,advanced_tenders_cpv
tender,closed,False,Closed,74,"Избор на изпълнител за осигуряване на абонаментна поддръжка на внедрени приложни програмни продукти, изграждащи болничната информационна система на Университетска многопрофилна болница за активно лечение „Проф. д-р Стоян Киркови” АД, плащане на възнаграждение за придобиване правото на ползване на нови лицензи за програмни продукти и абонаментна поддръжка на новите, придобити лицензии, за срок от 12 месеца",,"УНИВЕРСИТЕТСКА МНОГОПРОФИЛНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ - ПРОФ., Д-Р СТОЯН КИРКОВИЧ АД",,89604.0,,89604.0,3,BGN,Estimated value: 89 604 BGN,72260000,00536-2023-0016,2023-04-24T09:11:06.280000+00:00,,2023-05-09T17:59:00+00:00,https://app.eop.bg/today/tenders/295270,72260000,advanced_tenders_cpv
contract,awarded,False,Awarded,74,"Абонаментна поддръжка, консултиране и предоставяне на лицензионни права на софтуерни продукти от специализирана болнична информационна система ""ГАМА""",,МНОГОПРОФИЛНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ - ДОБРИЧ АД,"ГАМА КОНСУЛТ-КАЛИНКИН,ПРОКОПОВ И С-ИЕ СД",,58296.68,58296.68,3,BGN,Contract value: 58 296.68 BGN,72260000,00083-2023-0002,2023-04-05T04:00:00+00:00,2023-03-20T22:00:00+00:00,,https://app.eop.bg/today/tenders/277894,72260000,contracts_cpv
tender,closed,False,Closed,74,"„Абонаментна поддръжка и доставка на допълнителни услуги и лицензи на приложни програмни продукти, изграждащи болничната информационна система на МБАЛ Пазарджик АД”",,МНОГОПРОФИЛНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ - ПАЗАРДЖИК АД,,70000.0,,70000.0,3,BGN,Estimated value: 70 000 BGN,72200000,00027-2023-0008,2023-03-30T07:32:04.246000+00:00,,2023-04-19T17:59:00+00:00,https://app.eop.bg/today/tenders/288437,72200000,advanced_tenders_cpv
contract,awarded,False,Awarded,74,"Осигуряване на лицензи SAP S/4 HANA/SAP ERP 6.0 Professional Use с включено право на ползване на база данни HANA, както и поддръжка тип Enterprise Support на осигурените лицензи за нуждите на АМС",,ИНФОРМАЦИОННО ОБСЛУЖВАНЕ АД,СТЕМО ЕООД,,56709.37,56709.37,3,BGN,Contract value: 56 709.37 BGN,48218000,05948-2023-0007,2023-03-22T06:00:00+00:00,2023-03-09T22:00:00+00:00,,https://app.eop.bg/today/tenders/263666,ERP,contracts_subject
contract,awarded,False,Awarded,74,"„Доставка, инсталиране, конфигуриране и лицензиране на софтуери - проект BG05M2OP001-2.016-0018 “МОДЕРН-А: МОДЕРНизация в партньорство чрез дигитализация на Академичната eкосистема” в 10 ОП“",,"СОФИЙСКИ УНИВЕРСИТЕТ ""СВ.КЛИМЕНТ ОХРИДСКИ""",ВАРИНАК БЪЛГАРИЯ ЕООД,,48767.0,48767.0,3,BGN,Contract value: 48 767 BGN,48180000,00640-2022-0077,2023-03-17T06:00:00+00:00,2023-03-12T22:00:00+00:00,,https://app.eop.bg/today/tenders/251588,дигитализация,contracts_subject
tender,closed,False,Closed,74,"Абонаментна поддръжка, консултиране и предоставяне на лицензионни права на софтуерни продукти от специализирана болнична информационна система ""ГАМА""",,МНОГОПРОФИЛНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ - ДОБРИЧ АД,,38300.0,,38300.0,3,BGN,Estimated value: 38 300 BGN,72260000,00083-2023-0002,2023-03-08T09:08:21.050000+00:00,,2023-03-14T19:59:00+00:00,https://app.eop.bg/today/tenders/277894,72260000,advanced_tenders_cpv
contract,awarded,False,Awarded,74,Подновяване на лицензи и активна поддръжка на многофункционална информационна система за планиране на ресурсите и управление на процесите в ДП РВД (ERP),,"ДЪРЖАВНО ПРЕДПРИЯТИЕ ""РЪКОВОДСТВО НА ВЪЗДУШНОТО ДВИЖЕНИЕ"" ТПП",СТЕМО ЕООД,,797219.75,797219.75,3,BGN,Contract value: 797 219.75 BGN,72267100,00222-2023-0003,2023-03-03T06:00:00+00:00,2023-02-26T22:00:00+00:00,,https://app.eop.bg/today/tenders/247389,ERP,contracts_subject
contract,awarded,False,Awarded,74,„Доставка на лицензи за поддръжка и права на ползване за софтуерни продукти и развитие на Технологичната архитектура на АМ“,,"АГЕНЦИЯ ""МИТНИЦИ""",АЙ БИ ЕС - БЪЛГАРИЯ ЕООД,,160001.9,160001.9,3,BGN,Contract value: 160 001.90 BGN,48000000,00334-2022-0035,2023-01-03T06:00:00+00:00,2022-12-13T22:00:00+00:00,,https://app.eop.bg/today/tenders/235282,business intelligence,contracts_subject
contract,awarded,False,Awarded,74,Осигуряване на софтуерна поддр. тип Enterprise Support на лицензиран софтуер на SAP на основ. банкова инф. система (ОБИС) в БНБ и закуп. на нови лицензи за лицензиран софт.  на SAP (или еквивалент),,БЪЛГАРСКА НАРОДНА БАНКА,АЙ БИ ЕМ БЪЛГАРИЯ ЕООД,,1680000.0,1680000.0,3,BGN,Contract value: 1 680 000 BGN,72000000,01224-2022-0029,2022-11-11T06:00:00+00:00,2022-11-03T22:00:00+00:00,,https://app.eop.bg/today/tenders/223622,ERP,contracts_subject
contract,awarded,False,Awarded,74,"„Осигуряване на лицензи SAP S/4 HANA/SAP ERP 6.0 Professional Use с включено право на ползване на база данни HANA, както и поддръжка тип Enterprise Support на осигурените лицензи за нуждите на АМС“",,ИНФОРМАЦИОННО ОБСЛУЖВАНЕ АД,СТЕМО ЕООД,,315864.58,315864.58,3,BGN,Contract value: 315 864.58 BGN,48218000,05948-2022-0033,2022-11-04T06:00:00+00:00,2022-10-05T21:00:00+00:00,,https://app.eop.bg/today/tenders/226726,ERP,contracts_subject
tender,closed,False,Closed,74,"Персонализиране, разработване, предоставяне на пълен достъп и ползване (на принципа на „Софтуер като услуга“SaaS""), обучение, тестване, внедряване ... продължава в Раздел VI, поле VI.3)",,АЙ СИ ДЖИ БИ АД,,2700000.0,,2700000.0,1,EUR,Estimated value: 2 700 000 EUR,72230000,05381-2022-0006,2022-07-15T08:38:44.156000+00:00,,2022-08-17T17:59:00+00:00,https://app.eop.bg/today/tenders/221047,72230000,advanced_tenders_cpv
tender,closed,False,Closed,74,Подмяна на хардуер и софтуер за операторските станции на Варовиково и Въглищно стопанство в ТЕЦ Ей И Ес-3С Марица Изток I”,,ЕЙ И ЕС - 3С МАРИЦА ИЗТОК І ЕООД,,430000.0,,430000.0,1,EUR,Estimated value: 430 000 EUR,48800000,05242-2022-0021,2022-06-28T12:00:49.516000+00:00,,2022-07-11T17:59:00+00:00,https://app.eop.bg/today/tenders/221125,48800000,advanced_tenders_cpv
contract,awarded,False,Awarded,74,"""Осигуряване на хардуерна и софтуерна поддръжка на защитната стена Cisco ASA 5525-X с FirePOWER Service и продължаване правото на ползване и поддръжка на антивирусен и антиспам софтуер от F-Secure""",,МИНИСТЕРСТВО НА ЕНЕРГЕТИКАТА,СТОУН КОМПЮТЪРС АД,,19764.0,19764.0,3,BGN,Contract value: 19 764 BGN,72260000,05029-2022-0003,2022-06-14T03:51:47.893000+00:00,2022-05-15T21:00:00+00:00,,https://app.eop.bg/today/tenders/191444,72260000,contracts_cpv
tender,closed,False,Closed,74,Подмяна на хардуер и софтуер за операторските станции на Варовиково и Въглищно стопанство в ТЕЦ Ей И Ес-3С Марица Изток I,,ЕЙ И ЕС - 3С МАРИЦА ИЗТОК І ЕООД,,430000.0,,430000.0,1,EUR,Estimated value: 430 000 EUR,48800000,05242-2022-0019,2022-05-31T12:26:54.110000+00:00,,2022-06-09T17:59:00+00:00,https://app.eop.bg/today/tenders/214160,48800000,advanced_tenders_cpv
contract,awarded,False,Awarded,74,„Доставка на лицензи за поддръжка и права на ползване за софтуерни продукти и развитие на технологичната архитектура на АМ“,,"АГЕНЦИЯ ""МИТНИЦИ""",Гравис България АД АД,,268500.0,268500.0,3,BGN,Contract value: 268 500 BGN,48000000,00334-2021-0022,2021-12-24T06:00:00+00:00,2021-12-09T22:00:00+00:00,,https://app.eop.bg/today/tenders/163766,ERP,contracts_subject
tender,active,True,Active,74,„Разработване на специализиран софтуерен продукт към ИС „Ферма-ползване“ за обновяване данните с правни основания под Windows и функционални възможности за предаване на данни с регистрирани правни основания за зареждането им в ИСАК“ ,,"МИНИСТЕРСТВО НА ЗЕМЕДЕЛИЕТО, ХРАНИТЕ И ГОРИТЕ",,68500.0,,68500.0,3,BGN,Estimated value: 68 500 BGN,72230000,00696-2020-0002,2020-02-25T13:59:09.036000+00:00,,,https://app.eop.bg/today/tenders/58283,72230000,advanced_tenders_cpv
contract,awarded,False,Awarded,73,„Доставка на хардуер и софтуер за изграждане на сървърна инфраструктура за нуждите на Лесотехнически университет“,,ЛЕСОТЕХНИЧЕСКИ УНИВЕРСИТЕТ,Бул Ес Ай ООД,,303707.38,303707.38,1,EUR,Contract value: 303 707.38 EUR,48820000,00520-2025-0017,2026-03-10T01:04:46+00:00,2026-02-08T22:00:00+00:00,,https://app.eop.bg/today/tenders/537104,софтуер,contracts_subject
contract,awarded,False,Awarded,73,"Доставка на сървърно и комуникационно оборудване, софтуерни лицензи и услуги с цел изграждане на резервен център за данни в инфраструктура на Агенция за социално подпомагане",,АГЕНЦИЯ ЗА СОЦИАЛНО ПОДПОМАГАНЕ,ЛИРЕКС БГ ООД,,324610.0,324610.0,3,BGN,Contract value: 324 610 BGN,48000000,00496-2023-0197,2024-03-25T06:01:41+00:00,2024-03-17T22:00:00+00:00,,https://app.eop.bg/today/tenders/312354,48000000,contracts_cpv
tender,closed,False,Closed,71,Внедряване на софтуерна платформа за интегриране на системи за физическа защита в Ситуационен център на НЕК ЕАД,,НАЦИОНАЛНА ЕЛЕКТРИЧЕСКА КОМПАНИЯ ЕАД,,360000.0,,360000.0,3,BGN,Estimated value: 360 000 BGN,,00026-2024-0141,2024-09-27T16:22:55.773000+00:00,,2024-11-14T21:59:59+00:00,https://app.eop.bg/today/tenders/423978,платформа,quick_search
tender,closed,False,Closed,71,„Доставка на софтуер и хардуерно оборудване“ по две обособени позиции,,ГЛАВНА ДИРЕКЦИЯ НАЦИОНАЛНА ПОЛИЦИЯ,,387833.33,,387833.33,3,BGN,Estimated value: 387 833.33 BGN,48000000,05070-2023-0022,2023-12-22T08:44:28.070000+00:00,,2024-01-24T19:59:00+00:00,https://app.eop.bg/today/tenders/335905,48000000,advanced_tenders_cpv
tender,closed,False,Closed,71,Доставка на сървърна конфигурация и сторидж решение за съхранение на данни,,АГЕНЦИЯ ЗА ЯДРЕНО РЕГУЛИРАНЕ,,116500.0,,116500.0,3,BGN,Estimated value: 116 500 BGN,48800000,00382-2023-0008,2023-11-03T14:00:25.010000+00:00,,2023-11-23T19:59:00+00:00,https://app.eop.bg/today/tenders/340780,48800000,advanced_tenders_cpv
contract,awarded,False,Awarded,71,"Доставка на сървърно и мрежово оборудване, софтуерни лицензи, компютърна и периферна техника за общинска администрация на община Бургас",,ОБЩИНА БУРГАС,СТЕМО ЕООД,,209989.0,209989.0,3,BGN,Contract value: 209 989 BGN,48800000,00797-2022-0051,2023-01-06T10:19:51.333000+00:00,2023-01-04T22:00:00+00:00,,https://app.eop.bg/today/tenders/228485,48800000,contracts_cpv
contract,awarded,False,Awarded,70,"„Абонаментната поддръжка на системата за управление на човешките ресурси, изчисление на работните заплати и допълнителните материални стимули за нуждите на Столична община“",,СТОЛИЧНА ОБЩИНА,ТехноЛогика ЕАД,,31659.0,31659.0,1,EUR,Contract value: 31 659 EUR,72000000,00087-2026-0124,2026-09-16T05:33:39.946000+00:00,2026-09-01T21:00:00+00:00,,https://app.eop.bg/today/tenders/601102,информационна система,contracts_subject
tender,closed,False,Closed,70,"„Доставка, инсталация, конфигурация, тестване, пускане в експлоатация и поддръжка на Система за организиране, автоматизация и реакция за защита (SOAR) за нуждите на Националната визова информационна система (НВИС)“ ",,ИНФОРМАЦИОННО ОБСЛУЖВАНЕ АД,,,,,1,EUR,Budget unknown,48000000,T605386,2026-08-28T11:36:16.713000+00:00,,,https://app.eop.bg/today/tenders/605386,48000000,advanced_tenders_cpv
contract,awarded,False,Awarded,70,„Осигуряване и поддръжка на софтуерни продукти по три обособени позиции“,,ИНФОРМАЦИОННО ОБСЛУЖВАНЕ АД,ИФЕЛОУС ООД,,11460.0,11460.0,1,EUR,Contract value: 11 460 EUR,72000000,05948-2026-0053,2026-08-26T23:04:44+00:00,2026-08-19T21:00:00+00:00,,https://app.eop.bg/today/tenders/587848,софтуер,contracts_subject
contract,awarded,False,Awarded,70,„Осигуряване и поддръжка на софтуерни продукти по три обособени позиции“,,ИНФОРМАЦИОННО ОБСЛУЖВАНЕ АД,ПубликВП ЕООД,,34070.0,34070.0,1,EUR,Contract value: 34 070 EUR,72000000,05948-2026-0053,2026-08-26T23:04:41+00:00,2026-08-19T21:00:00+00:00,,https://app.eop.bg/today/tenders/587848,софтуер,contracts_subject
tender,closed,False,Closed,70,"Информация по чл.44, ал.3, т.1 от Закона за обществените поръчки за проведени пазарни консултации за определяне на прогнозна стойност на обществена поръчка с предмет: „Осигуряване на право на ползване на софтуерно решение за валидиране и генериране на Excel файлове по Таксономия и за съхранение и експорт на данни към външна база данни“",,КОМИСИЯ ЗА ФИНАНСОВ НАДЗОР,,,,,1,EUR,Budget unknown,48000000,T604905,2026-08-25T13:39:15.103000+00:00,,,https://app.eop.bg/today/tenders/604905,48000000,advanced_tenders_cpv
tender,closed,False,Closed,70,"„Абонаментната поддръжка на системата за управление на човешките ресурси, изчисление на работните заплати и допълнителните материални стимули за нуждите на Столична община“",,СТОЛИЧНА ОБЩИНА,,31659.0,,31659.0,1,EUR,Estimated value: 31 659 EUR,72000000,00087-2026-0124,2026-08-20T12:38:34.853000+00:00,,2026-08-31T17:59:59+00:00,https://app.eop.bg/today/tenders/601102,72000000,advanced_tenders_cpv
contract,awarded,False,Awarded,70,„Абонаментна поддръжка на софтуерни продукти за нуждите на „ВиК” ЕООД - Пловдив”,,ВОДОСНАБДЯВАНЕ И КАНАЛИЗАЦИЯ ЕООД,БС Технолоджис ООД,,51120.0,51120.0,1,EUR,Contract value: 51 120 EUR,72267100,00197-2026-0023,2026-08-18T09:35:34.213000+00:00,2026-08-11T21:00:00+00:00,,https://app.eop.bg/today/tenders/586729,софтуер,contracts_subject
contract,awarded,False,Awarded,70,Разширена извънгаранционна софтуерна поддръжка на софтуерни продукти на „ТехноЛогика“ ЕАД,,"ДЪРЖАВНО ПРЕДПРИЯТИЕ ""РЪКОВОДСТВО НА ВЪЗДУШНОТО ДВИЖЕНИЕ"" ТПП",ТехноЛогика ЕАД,,45000.0,45000.0,1,EUR,Contract value: 45 000 EUR,72253200,T602555,2026-08-16T23:04:02+00:00,2026-08-06T21:00:00+00:00,,https://app.eop.bg/today/tenders/602555,софтуер,contracts_subject
tender,closed,False,Closed,70,„Предоставяне на услуги по извънгаранционна поддръжка на Информационна система „Управление на отпадъците“ в Столична Община“,,СТОЛИЧНА ОБЩИНА,,34716.72,,34716.72,1,EUR,Estimated value: 34 716.72 EUR,72000000,00087-2026-0115,2026-08-06T09:59:48.076000+00:00,,2026-08-18T17:59:59+00:00,https://app.eop.bg/today/tenders/595645,72000000,advanced_tenders_cpv
contract,awarded,False,Awarded,70,„Годишен абонамент на чуждестранни периодични издания за 2026 г. и осигуряване на online достъп до научни списания за нуждите на звената на Медицински университет-София по обособени позиции”,,МЕДИЦИНСКИ УНИВЕРСИТЕТ,АГЕНЦИЯ ПУЛСАР ЕООД,,12000.0,12000.0,1,EUR,Contract value: 12 000 EUR,72320000,00398-2026-0031,2026-07-31T11:03:40.393000+00:00,2026-07-13T21:00:00+00:00,,https://app.eop.bg/today/tenders/582246,платформа,contracts_subject
contract,awarded,False,Awarded,70,„СЛЕДГАРАНЦИОННА ПОДДРЪЖКА НА ИНФОРМАЦИОННАТА СИСТЕМА НА НАПОО“,,НАЦИОНАЛНА АГЕНЦИЯ ЗА ПРОФЕСИОНАЛНО ОБРАЗОВАНИЕ И ОБУЧЕНИЕ,СМ КОНСУЛТА ЕООД,,44980.0,44980.0,1,EUR,Contract value: 44 980 EUR,72260000,01979-2026-0001,2026-07-30T23:02:00+00:00,2026-07-19T21:00:00+00:00,,https://app.eop.bg/today/tenders/582121,информационна система,contracts_subject
contract,awarded,False,Awarded,70,„Абонаментно обслужване/поддръжка на софтуерна система „АЛФА АГЕНТ“ за предоставяне на услугата митническо представителство на клиентите на „Български пощи“ ЕАД“,,БЪЛГАРСКИ ПОЩИ ЕАД,АЛФА СОФТ ООД,,21597.0,21597.0,1,EUR,Contract value: 21 597 EUR,72260000,00276-2026-0013,2026-07-24T03:23:20.230000+00:00,2026-07-16T21:00:00+00:00,,https://app.eop.bg/today/tenders/582209,софтуер,contracts_subject
tender,closed,False,Closed,70,Надграждане на софтуера на система за допуск на персонал в КЗ-1 и КЗ на ЦНРД и отчитане на дозовото натоварване - DosiServ,,"ДЪРЖАВНО ПРЕДПРИЯТИЕ ""РАДИОАКТИВНИ ОТПАДЪЦИ"" ДП",,,,,1,EUR,Budget unknown,72260000,T597844,2026-07-16T06:54:31.120000+00:00,,,https://app.eop.bg/today/tenders/597844,72260000,advanced_tenders_cpv
contract,awarded,False,Awarded,70,Актуализиране на Интегрираната система за управление на корпоративни ресурси (ИСУКР) SAP ERP 6.0 във връзка с въвеждане на европейската валута ЕВРО в България,,МИНИ МАРИЦА - ИЗТОК ЕАД,А1 България ЕАД,,212697.42,212697.42,1,EUR,Contract value: 212 697.42 EUR,72260000,00265-2026-0013,2026-07-08T05:03:28.130000+00:00,2026-06-28T21:00:00+00:00,,https://app.eop.bg/today/tenders/562724,ERP,contracts_subject
contract,awarded,False,Awarded,70,"„Предоставяне на право на ползване и абонаментна поддръжка на софтуерен продукт за управление на дейността на общинските детските ясли на територията на Община Варна, към Функция „Здравеопазване”.",,ОБЩИНА ВАРНА,ИНФОРМАЦИОННО ОБСЛУЖВАНЕ АД,,50220.0,50220.0,1,EUR,Contract value: 50 220 EUR,72260000,00081-2026-0059,2026-07-01T23:18:06+00:00,2026-06-18T21:00:00+00:00,,https://app.eop.bg/today/tenders/565187,софтуер,contracts_subject
tender,closed,False,Closed,70,„Внедряване на интегрирана система за управление на бизнес процесите във Водоснабдяване и канализация ООД - Русе“,,ВОДОСНАБДЯВАНЕ И КАНАЛИЗАЦИЯ ООД,,420000.0,,420000.0,1,EUR,Estimated value: 420 000 EUR,,00688-2026-0020,2026-06-26T17:09:53.116000+00:00,,2026-07-16T20:59:59+00:00,https://app.eop.bg/today/tenders/592267,информационна система,quick_search
tender,closed,False,Closed,70,„Абонаментно обслужване/поддръжка на софтуерна система „АЛФА АГЕНТ“ за предоставяне на услугата митническо представителство на клиентите на „Български пощи“ ЕАД“,,БЪЛГАРСКИ ПОЩИ ЕАД,,21597.0,,21597.0,1,EUR,Estimated value: 21 597 EUR,72260000,00276-2026-0013,2026-06-23T11:00:19.516000+00:00,,2026-07-03T17:59:59+00:00,https://app.eop.bg/today/tenders/582209,72260000,advanced_tenders_cpv
contract,awarded,False,Awarded,70,„Абонаментна техническа поддръжка на софтуерен продукт за финансов контрол и управление „BcomS2001 – СФУК“,,Изпълнителна агенция “Военни клубове и военно-почивно дело”,КОМ СИ 54-ВАСИЛ ЗАШЕВ И СЪДРУЖНИЦИ ООД,,2454.0,2454.0,1,EUR,Contract value: 2 454 EUR,72260000,00515-2026-0014,2026-06-18T23:04:35+00:00,2026-05-20T21:00:00+00:00,,https://app.eop.bg/today/tenders/580582,софтуер,contracts_subject
contract,awarded,False,Awarded,70,"ТТ002594 „Поддръжка и надграждане на софтуерна система за мониторинг на ДМА(DMA-District Metered Areas), създадена в допълнение на софтуерна система Пегас” ",,СОФИЙСКА ВОДА АД,ГЛОБЪЛ СИСТЕМ СЪЛЮШЪН ООД,,166681.15,166681.15,1,EUR,Contract value: 166 681.15 EUR,72267000,00435-2026-0033,2026-06-10T04:24:25.386000+00:00,2026-06-08T21:00:00+00:00,,https://app.eop.bg/today/tenders/583841,софтуер,contracts_subject
contract,awarded,False,Awarded,70,TT002595 „Техническа поддръжка и надграждане при необходимост на софтуерна система за управление на процеси за проследяване и обработване на получени сигнали в Софийска вода - Пегас“ ,,СОФИЙСКА ВОДА АД,ГЛОБЪЛ СИСТЕМ СЪЛЮШЪН ООД,,417214.18,417214.18,1,EUR,Contract value: 417 214.18 EUR,72267000,00435-2026-0034,2026-06-10T04:09:18.546000+00:00,2026-06-08T21:00:00+00:00,,https://app.eop.bg/today/tenders/581497,софтуер,contracts_subject
